Type, Size, Saturation, Time
list, 3, 100, 4.315376281738281e-05
list, 3, 100, 3.647804260253906e-05
list, 4, 5, 4.9114227294921875e-05
list, 4, 5, 5.8650970458984375e-05
list, 4, 5, 3.719329833984375e-05
list, 4, 5, 3.981590270996094e-05
list, 4, 5, 3.361701965332031e-05
list, 4, 5, 4.696846008300781e-05
list, 4, 5, 3.695487976074219e-05
list, 4, 5, 3.814697265625e-05
list, 4, 5, 3.62396240234375e-05
list, 4, 5, 3.528594970703125e-05
list, 4, 10, 4.4345855712890625e-05
list, 4, 10, 4.267692565917969e-05
list, 4, 10, 5.173683166503906e-05
list, 4, 10, 4.029273986816406e-05
list, 4, 10, 2.8848648071289062e-05
list, 4, 10, 3.6716461181640625e-05
list, 4, 10, 3.361701965332031e-05
list, 4, 10, 5.8650970458984375e-05
list, 4, 10, 4.9114227294921875e-05
list, 4, 10, 3.0279159545898438e-05
list, 4, 15, 2.86102294921875e-05
list, 4, 15, 4.744529724121094e-05
list, 4, 15, 3.0040740966796875e-05
list, 4, 15, 4.601478576660156e-05
list, 4, 15, 2.9087066650390625e-05
list, 4, 15, 4.458427429199219e-05
list, 4, 15, 4.220008850097656e-05
list, 4, 15, 4.935264587402344e-05
list, 4, 15, 4.100799560546875e-05
list, 4, 15, 3.886222839355469e-05
list, 4, 20, 3.457069396972656e-05
list, 4, 20, 4.291534423828125e-05
list, 4, 20, 6.222724914550781e-05
list, 4, 20, 7.367134094238281e-05
list, 4, 20, 3.647804260253906e-05
list, 4, 20, 4.7206878662109375e-05
list, 4, 20, 3.933906555175781e-05
list, 4, 20, 3.170967102050781e-05
list, 4, 20, 4.4345855712890625e-05
list, 4, 20, 3.24249267578125e-05
list, 4, 25, 3.170967102050781e-05
list, 4, 25, 3.218650817871094e-05
list, 4, 25, 5.4836273193359375e-05
list, 4, 25, 4.076957702636719e-05
list, 4, 25, 5.412101745605469e-05
list, 4, 25, 3.886222839355469e-05
list, 4, 25, 5.3882598876953125e-05
list, 4, 25, 3.8623809814453125e-05
list, 4, 25, 3.4809112548828125e-05
list, 4, 25, 3.266334533691406e-05
